"","permutation","TF","weighted_meanDifference","weighted_CD","TFBS","weighted_Tstat","variance","pvalue"
"8535",6,"MA1568.1",0.001,0.0513,4226,NA,NA,0.0769230769230769
"8536",7,"MA1568.1",0.00503,0.0568,4226,NA,NA,0.0769230769230769
"8537",8,"MA1568.1",-0.0022,0.0377,4226,NA,NA,0.0769230769230769
"8538",9,"MA1568.1",0.00214,0.0721,4226,NA,NA,0.0769230769230769
"8539",10,"MA1568.1",-0.00114,0.0275,4226,NA,NA,0.0769230769230769
"8540",11,"MA1568.1",0.00703,0.0794,4226,NA,NA,0.0769230769230769
"8541",12,"MA1568.1",-0.00134,0.057,4226,NA,NA,0.0769230769230769
"8542",0,"MA1569.1",0.0727,0.152,11025,NA,NA,0.0769230769230769
"8543",1,"MA1569.1",-0.00886,0.147,11025,NA,NA,0.0769230769230769
"8544",2,"MA1569.1",0.0116,0.19,11025,NA,NA,0.0769230769230769
"8545",3,"MA1569.1",0.0104,0.206,11025,NA,NA,0.0769230769230769
"8546",4,"MA1569.1",0.0073,0.156,11025,NA,NA,0.0769230769230769
"8547",5,"MA1569.1",0.00617,0.162,11025,NA,NA,0.0769230769230769
"8548",6,"MA1569.1",-0.00574,0.117,11025,NA,NA,0.0769230769230769
"8549",7,"MA1569.1",-0.0143,0.178,11025,NA,NA,0.0769230769230769
"8550",8,"MA1569.1",0.0107,0.179,11025,NA,NA,0.0769230769230769
"8551",9,"MA1569.1",0.0159,0.181,11025,NA,NA,0.0769230769230769
"8552",10,"MA1569.1",-0.00915,0.194,11025,NA,NA,0.0769230769230769
"8553",11,"MA1569.1",-0.0156,0.193,11025,NA,NA,0.0769230769230769
"8554",12,"MA1569.1",0.00132,0.0374,11025,NA,NA,0.0769230769230769
"8555",0,"MA1570.1",0.0287,0.0518,2874,NA,NA,0.0769230769230769
"8556",1,"MA1570.1",-0.00085,0.0192,2874,NA,NA,0.0769230769230769
"8557",2,"MA1570.1",0.00186,0.0418,2874,NA,NA,0.0769230769230769
"8558",3,"MA1570.1",0.00569,0.0919,2874,NA,NA,0.0769230769230769
"8559",4,"MA1570.1",0.00553,0.0968,2874,NA,NA,0.0769230769230769
"8560",5,"MA1570.1",0.00614,0.0872,2874,NA,NA,0.0769230769230769
"8561",6,"MA1570.1",-0.00737,0.13,2874,NA,NA,0.0769230769230769
"8562",7,"MA1570.1",-0.00776,0.0791,2874,NA,NA,0.0769230769230769
"8563",8,"MA1570.1",0.00655,0.104,2874,NA,NA,0.0769230769230769
"8564",9,"MA1570.1",0.014,0.136,2874,NA,NA,0.0769230769230769
"8565",10,"MA1570.1",-0.00262,0.0472,2874,NA,NA,0.0769230769230769
"8566",11,"MA1570.1",-0.00531,0.0558,2874,NA,NA,0.0769230769230769
"8567",12,"MA1570.1",0.00509,0.101,2874,NA,NA,0.0769230769230769
"8568",0,"MA1571.1",-0.0719,0.16,2916,NA,NA,0.0769230769230769
"8569",1,"MA1571.1",0.00858,0.106,2916,NA,NA,0.0769230769230769
"8570",2,"MA1571.1",-0.000671,0.0676,2916,NA,NA,0.0769230769230769
"8571",3,"MA1571.1",-0.00613,0.123,2916,NA,NA,0.0769230769230769
"8572",4,"MA1571.1",-0.00567,0.115,2916,NA,NA,0.0769230769230769
"8573",5,"MA1571.1",-0.000526,0.038,2916,NA,NA,0.0769230769230769
"8574",6,"MA1571.1",0.00429,0.0953,2916,NA,NA,0.0769230769230769
"8575",7,"MA1571.1",0.00803,0.124,2916,NA,NA,0.0769230769230769
"8576",8,"MA1571.1",-0.0022,0.0831,2916,NA,NA,0.0769230769230769
"8577",9,"MA1571.1",-0.00537,0.0838,2916,NA,NA,0.0769230769230769
"8578",10,"MA1571.1",-0.0017,0.0369,2916,NA,NA,0.0769230769230769
"8579",11,"MA1571.1",0.0123,0.154,2916,NA,NA,0.0769230769230769
"8580",12,"MA1571.1",-0.00299,0.0913,2916,NA,NA,0.0769230769230769
"8581",0,"MA1572.1",-0.0786,0.165,2461,NA,NA,0.0769230769230769
"8582",1,"MA1572.1",0.0101,0.117,2461,NA,NA,0.0769230769230769
"8583",2,"MA1572.1",-0.00141,0.0625,2461,NA,NA,0.0769230769230769
"8584",3,"MA1572.1",-0.00606,0.119,2461,NA,NA,0.0769230769230769
"8585",4,"MA1572.1",-0.00584,0.11,2461,NA,NA,0.0769230769230769
"8586",5,"MA1572.1",0.000329,0.0342,2461,NA,NA,0.0769230769230769
"8587",6,"MA1572.1",0.00384,0.0922,2461,NA,NA,0.0769230769230769
"8588",7,"MA1572.1",0.00911,0.123,2461,NA,NA,0.0769230769230769
"8589",8,"MA1572.1",-0.00317,0.0801,2461,NA,NA,0.0769230769230769
"8590",9,"MA1572.1",-0.00435,0.0773,2461,NA,NA,0.0769230769230769
"8591",10,"MA1572.1",-0.00147,0.0311,2461,NA,NA,0.0769230769230769
"8592",11,"MA1572.1",0.013,0.156,2461,NA,NA,0.0769230769230769
"8593",12,"MA1572.1",-0.00287,0.0895,2461,NA,NA,0.0769230769230769
"8594",0,"MA1573.1",0.0103,0.0761,5721,NA,NA,0.0769230769230769
"8595",1,"MA1573.1",-0.0039,0.083,5721,NA,NA,0.0769230769230769
"8596",2,"MA1573.1",0.00195,0.0889,5721,NA,NA,0.0769230769230769
"8597",3,"MA1573.1",0.000648,0.0702,5721,NA,NA,0.0769230769230769
"8598",4,"MA1573.1",-0.0000402,0.0368,5721,NA,NA,0.0769230769230769
"8599",5,"MA1573.1",-0.00188,0.044,5721,NA,NA,0.0769230769230769
"8600",6,"MA1573.1",0.000985,0.0356,5721,NA,NA,0.0769230769230769
"8601",7,"MA1573.1",-0.00118,0.0865,5721,NA,NA,0.0769230769230769
"8602",8,"MA1573.1",0.00158,0.0778,5721,NA,NA,0.0769230769230769
"8603",9,"MA1573.1",-0.0000909,0.0635,5721,NA,NA,0.0769230769230769
"8604",10,"MA1573.1",0.000931,0.0887,5721,NA,NA,0.0769230769230769
"8605",11,"MA1573.1",-0.000543,0.0584,5721,NA,NA,0.0769230769230769
"8606",12,"MA1573.1",-0.00057,0.0289,5721,NA,NA,0.0769230769230769
"8607",0,"MA1574.1",-0.041,0.0886,6346,NA,NA,0.0769230769230769
"8608",1,"MA1574.1",0.0137,0.145,6346,NA,NA,0.0769230769230769
"8609",2,"MA1574.1",-0.00867,0.134,6346,NA,NA,0.0769230769230769
"8610",3,"MA1574.1",-0.00106,0.0392,6346,NA,NA,0.0769230769230769
"8611",4,"MA1574.1",0.00295,0.0587,6346,NA,NA,0.0769230769230769
"8612",5,"MA1574.1",0.00936,0.144,6346,NA,NA,0.0769230769230769
"8613",6,"MA1574.1",-0.00611,0.115,6346,NA,NA,0.0769230769230769
"8614",7,"MA1574.1",0.00614,0.0769,6346,NA,NA,0.0769230769230769
"8615",8,"MA1574.1",-0.00468,0.0726,6346,NA,NA,0.0769230769230769
"8616",9,"MA1574.1",0.00656,0.0692,6346,NA,NA,0.0769230769230769
"8617",10,"MA1574.1",0.00221,0.051,6346,NA,NA,0.0769230769230769
"8618",11,"MA1574.1",0.00356,0.0527,6346,NA,NA,0.0769230769230769
"8619",12,"MA1574.1",0.00379,0.0845,6346,NA,NA,0.0769230769230769
"8620",0,"MA1575.1",0.0295,0.104,3176,NA,NA,0.0769230769230769
"8621",1,"MA1575.1",-0.00729,0.0975,3176,NA,NA,0.0769230769230769
"8622",2,"MA1575.1",0.00557,0.0983,3176,NA,NA,0.0769230769230769
"8623",3,"MA1575.1",0.00215,0.0688,3176,NA,NA,0.0769230769230769
"8624",4,"MA1575.1",0.0000256,0.0894,3176,NA,NA,0.0769230769230769
"8625",5,"MA1575.1",-0.00306,0.0539,3176,NA,NA,0.0769230769230769
"8626",6,"MA1575.1",0.000747,0.0452,3176,NA,NA,0.0769230769230769
"8627",7,"MA1575.1",-0.00671,0.0897,3176,NA,NA,0.0769230769230769
"8628",8,"MA1575.1",0.00571,0.0977,3176,NA,NA,0.0769230769230769
"8629",9,"MA1575.1",0.00114,0.039,3176,NA,NA,0.0769230769230769
"8630",10,"MA1575.1",-0.00308,0.0673,3176,NA,NA,0.0769230769230769
"8631",11,"MA1575.1",-0.00293,0.0897,3176,NA,NA,0.0769230769230769
"8632",12,"MA1575.1",0.0000617,0.0389,3176,NA,NA,0.0769230769230769
"8633",0,"MA1576.1",-0.0259,0.0515,6045,NA,NA,0.0769230769230769
"8634",1,"MA1576.1",0.00596,0.0586,6045,NA,NA,0.0769230769230769
"8635",2,"MA1576.1",-0.00174,0.0315,6045,NA,NA,0.0769230769230769
"8636",3,"MA1576.1",-0.00148,0.0288,6045,NA,NA,0.0769230769230769
"8637",4,"MA1576.1",-0.000887,0.0277,6045,NA,NA,0.0769230769230769
"8638",5,"MA1576.1",0.00243,0.0363,6045,NA,NA,0.0769230769230769
"8639",6,"MA1576.1",-0.000833,0.02,6045,NA,NA,0.0769230769230769
"8640",7,"MA1576.1",0.00199,0.0304,6045,NA,NA,0.0769230769230769
"8641",8,"MA1576.1",-0.00105,0.0354,6045,NA,NA,0.0769230769230769
"8642",9,"MA1576.1",0.00066,0.0267,6045,NA,NA,0.0769230769230769
"8643",10,"MA1576.1",-0.00198,0.0428,6045,NA,NA,0.0769230769230769
"8644",11,"MA1576.1",0.0033,0.0399,6045,NA,NA,0.0769230769230769
"8645",12,"MA1576.1",0.000557,0.0142,6045,NA,NA,0.0769230769230769
"8646",0,"MA1577.1",-0.0409,0.0984,3235,NA,NA,0.0769230769230769
"8647",1,"MA1577.1",-0.00249,0.0733,3235,NA,NA,0.0769230769230769
"8648",2,"MA1577.1",-0.00418,0.0616,3235,NA,NA,0.0769230769230769
"8649",3,"MA1577.1",-0.00801,0.135,3235,NA,NA,0.0769230769230769
"8650",4,"MA1577.1",-0.00612,0.112,3235,NA,NA,0.0769230769230769
"8651",5,"MA1577.1",-0.00964,0.141,3235,NA,NA,0.0769230769230769
"8652",6,"MA1577.1",0.0101,0.182,3235,NA,NA,0.0769230769230769
"8653",7,"MA1577.1",0.0142,0.157,3235,NA,NA,0.0769230769230769
"8654",8,"MA1577.1",-0.00852,0.123,3235,NA,NA,0.0769230769230769
"8655",9,"MA1577.1",-0.0175,0.176,3235,NA,NA,0.0769230769230769
"8656",10,"MA1577.1",0.0124,0.228,3235,NA,NA,0.0769230769230769
"8657",11,"MA1577.1",0.0105,0.121,3235,NA,NA,0.0769230769230769
"8658",12,"MA1577.1",-0.0065,0.134,3235,NA,NA,0.0769230769230769
"8659",0,"MA1578.1",0.0495,0.147,4359,NA,NA,0.0769230769230769
"8660",1,"MA1578.1",-0.00569,0.127,4359,NA,NA,0.0769230769230769
"8661",2,"MA1578.1",0.000275,0.118,4359,NA,NA,0.0769230769230769
"8662",3,"MA1578.1",0.00417,0.0938,4359,NA,NA,0.0769230769230769
"8663",4,"MA1578.1",0.00231,0.112,4359,NA,NA,0.0769230769230769
"8664",5,"MA1578.1",-0.000871,0.0396,4359,NA,NA,0.0769230769230769
"8665",6,"MA1578.1",-0.00153,0.0589,4359,NA,NA,0.0769230769230769
"8666",7,"MA1578.1",-0.00433,0.127,4359,NA,NA,0.0769230769230769
"8667",8,"MA1578.1",-0.00147,0.131,4359,NA,NA,0.0769230769230769
"8668",9,"MA1578.1",0.00113,0.0233,4359,NA,NA,0.0769230769230769
"8669",10,"MA1578.1",0.000558,0.0716,4359,NA,NA,0.0769230769230769
"8670",11,"MA1578.1",-0.00966,0.151,4359,NA,NA,0.0769230769230769
"8671",12,"MA1578.1",0.000673,0.0431,4359,NA,NA,0.0769230769230769
"8672",0,"MA1579.1",0.0861,0.166,3042,NA,NA,0.0769230769230769
"8673",1,"MA1579.1",-0.0201,0.196,3042,NA,NA,0.0769230769230769
"8674",2,"MA1579.1",0.0103,0.147,3042,NA,NA,0.0769230769230769
"8675",3,"MA1579.1",0.00579,0.116,3042,NA,NA,0.0769230769230769
"8676",4,"MA1579.1",0.00124,0.0451,3042,NA,NA,0.0769230769230769
"8677",5,"MA1579.1",-0.00851,0.128,3042,NA,NA,0.0769230769230769
"8678",6,"MA1579.1",0.00229,0.0502,3042,NA,NA,0.0769230769230769
"8679",7,"MA1579.1",-0.0126,0.14,3042,NA,NA,0.0769230769230769
"8680",8,"MA1579.1",0.00892,0.136,3042,NA,NA,0.0769230769230769
"8681",9,"MA1579.1",0.000489,0.0335,3042,NA,NA,0.0769230769230769
"8682",10,"MA1579.1",-0.000862,0.0467,3042,NA,NA,0.0769230769230769
"8683",11,"MA1579.1",-0.00995,0.115,3042,NA,NA,0.0769230769230769
"8684",12,"MA1579.1",-0.000773,0.0216,3042,NA,NA,0.0769230769230769
"8685",0,"MA1580.1",0.164,0.295,2086,NA,NA,0.0769230769230769
"8686",1,"MA1580.1",-0.0303,0.285,2086,NA,NA,0.0769230769230769
"8687",2,"MA1580.1",0.0173,0.237,2086,NA,NA,0.0769230769230769
"8688",3,"MA1580.1",0.013,0.206,2086,NA,NA,0.0769230769230769
"8689",4,"MA1580.1",0.00242,0.0473,2086,NA,NA,0.0769230769230769
"8690",5,"MA1580.1",-0.0113,0.161,2086,NA,NA,0.0769230769230769
"8691",6,"MA1580.1",-0.000374,0.0406,2086,NA,NA,0.0769230769230769
"8692",7,"MA1580.1",-0.0286,0.295,2086,NA,NA,0.0769230769230769
"8693",8,"MA1580.1",0.0154,0.209,2086,NA,NA,0.0769230769230769
"8694",9,"MA1580.1",0.00559,0.0553,2086,NA,NA,0.0769230769230769
"8695",10,"MA1580.1",-0.0104,0.183,2086,NA,NA,0.0769230769230769
"8696",11,"MA1580.1",-0.023,0.235,2086,NA,NA,0.0769230769230769
"8697",12,"MA1580.1",0.00192,0.0508,2086,NA,NA,0.0769230769230769
"8698",0,"MA1581.1",0.0289,0.0755,8879,NA,NA,0.0769230769230769
"8699",1,"MA1581.1",-0.00814,0.0916,8879,NA,NA,0.0769230769230769
"8700",2,"MA1581.1",0.00493,0.0832,8879,NA,NA,0.0769230769230769
"8701",3,"MA1581.1",0.0015,0.0363,8879,NA,NA,0.0769230769230769
"8702",4,"MA1581.1",-0.000444,0.0651,8879,NA,NA,0.0769230769230769
"8703",5,"MA1581.1",-0.00437,0.0758,8879,NA,NA,0.0769230769230769
"8704",6,"MA1581.1",0.00114,0.0292,8879,NA,NA,0.0769230769230769
"8705",7,"MA1581.1",-0.00658,0.0862,8879,NA,NA,0.0769230769230769
"8706",8,"MA1581.1",0.00589,0.104,8879,NA,NA,0.0769230769230769
"8707",9,"MA1581.1",0.000139,0.0127,8879,NA,NA,0.0769230769230769
"8708",10,"MA1581.1",-0.00181,0.0389,8879,NA,NA,0.0769230769230769
"8709",11,"MA1581.1",-0.00154,0.0502,8879,NA,NA,0.0769230769230769
"8710",12,"MA1581.1",0.00038,0.0433,8879,NA,NA,0.0769230769230769
"8711",0,"MA1583.1",-0.00332,0.0405,15179,NA,NA,0.0769230769230769
"8712",1,"MA1583.1",0.00206,0.0415,15179,NA,NA,0.0769230769230769
"8713",2,"MA1583.1",-0.000206,0.0235,15179,NA,NA,0.0769230769230769
"8714",3,"MA1583.1",-0.000939,0.0239,15179,NA,NA,0.0769230769230769
"8715",4,"MA1583.1",0.000708,0.0492,15179,NA,NA,0.0769230769230769
"8716",5,"MA1583.1",0.00147,0.0405,15179,NA,NA,0.0769230769230769
"8717",6,"MA1583.1",-0.000265,0.0368,15179,NA,NA,0.0769230769230769
"8718",7,"MA1583.1",-0.000303,0.0383,15179,NA,NA,0.0769230769230769
"8719",8,"MA1583.1",0.000576,0.0445,15179,NA,NA,0.0769230769230769
"8720",9,"MA1583.1",-0.00111,0.0164,15179,NA,NA,0.0769230769230769
"8721",10,"MA1583.1",-0.00186,0.044,15179,NA,NA,0.0769230769230769
"8722",11,"MA1583.1",-0.000363,0.0258,15179,NA,NA,0.0769230769230769
"8723",12,"MA1583.1",0.0000279,0.0356,15179,NA,NA,0.0769230769230769
"8724",0,"MA1584.1",-0.000891,0.0413,17299,NA,NA,0.769230769230769
"8725",1,"MA1584.1",-0.0036,0.041,17299,NA,NA,0.769230769230769
"8726",2,"MA1584.1",0.00414,0.0678,17299,NA,NA,0.769230769230769
"8727",3,"MA1584.1",0.000419,0.0302,17299,NA,NA,0.769230769230769
"8728",4,"MA1584.1",-0.00462,0.102,17299,NA,NA,0.769230769230769
"8729",5,"MA1584.1",-0.00492,0.0809,17299,NA,NA,0.769230769230769
"8730",6,"MA1584.1",0.00399,0.0849,17299,NA,NA,0.769230769230769
"8731",7,"MA1584.1",-0.000491,0.0513,17299,NA,NA,0.769230769230769
"8732",8,"MA1584.1",-0.000906,0.0532,17299,NA,NA,0.769230769230769
"8733",9,"MA1584.1",-0.00297,0.0376,17299,NA,NA,0.769230769230769
"8734",10,"MA1584.1",-0.00269,0.0658,17299,NA,NA,0.769230769230769
"8735",11,"MA1584.1",0.000692,0.041,17299,NA,NA,0.769230769230769
"8736",12,"MA1584.1",-0.003,0.0729,17299,NA,NA,0.769230769230769
"8737",0,"MA1585.1",0.0381,0.0692,3939,NA,NA,0.0769230769230769
"8738",1,"MA1585.1",-0.0129,0.123,3939,NA,NA,0.0769230769230769
"8739",2,"MA1585.1",0.00814,0.121,3939,NA,NA,0.0769230769230769
"8740",3,"MA1585.1",0.00261,0.0457,3939,NA,NA,0.0769230769230769
"8741",4,"MA1585.1",-0.00378,0.071,3939,NA,NA,0.0769230769230769
"8742",5,"MA1585.1",-0.00903,0.129,3939,NA,NA,0.0769230769230769
"8743",6,"MA1585.1",0.00471,0.0884,3939,NA,NA,0.0769230769230769
"8744",7,"MA1585.1",-0.00641,0.0667,3939,NA,NA,0.0769230769230769
"8745",8,"MA1585.1",0.00384,0.0553,3939,NA,NA,0.0769230769230769
"8746",9,"MA1585.1",-0.00287,0.0313,3939,NA,NA,0.0769230769230769
"8747",10,"MA1585.1",-0.00225,0.0424,3939,NA,NA,0.0769230769230769
"8748",11,"MA1585.1",-0.00296,0.0351,3939,NA,NA,0.0769230769230769
"8749",12,"MA1585.1",-0.00265,0.0611,3939,NA,NA,0.0769230769230769
"8750",0,"MA1587.1",0.0193,0.087,8669,NA,NA,0.0769230769230769
"8751",1,"MA1587.1",-0.00386,0.0814,8669,NA,NA,0.0769230769230769
"8752",2,"MA1587.1",0.00178,0.0492,8669,NA,NA,0.0769230769230769
"8753",3,"MA1587.1",0.00133,0.0512,8669,NA,NA,0.0769230769230769
"8754",4,"MA1587.1",0.000461,0.0774,8669,NA,NA,0.0769230769230769
"8755",5,"MA1587.1",-0.00159,0.0467,8669,NA,NA,0.0769230769230769
"8756",6,"MA1587.1",-0.000645,0.0515,8669,NA,NA,0.0769230769230769
"8757",7,"MA1587.1",-0.00435,0.085,8669,NA,NA,0.0769230769230769
"8758",8,"MA1587.1",0.00326,0.076,8669,NA,NA,0.0769230769230769
"8759",9,"MA1587.1",0.00141,0.0332,8669,NA,NA,0.0769230769230769
"8760",10,"MA1587.1",-0.000943,0.0248,8669,NA,NA,0.0769230769230769
"8761",11,"MA1587.1",-0.0015,0.0781,8669,NA,NA,0.0769230769230769
"8762",12,"MA1587.1",0.00131,0.0576,8669,NA,NA,0.0769230769230769
"8763",0,"MA1588.1",0.0767,0.144,2354,NA,NA,0.0769230769230769
"8764",1,"MA1588.1",-0.0147,0.148,2354,NA,NA,0.0769230769230769
"8765",2,"MA1588.1",0.0074,0.117,2354,NA,NA,0.0769230769230769
"8766",3,"MA1588.1",0.00568,0.0952,2354,NA,NA,0.0769230769230769
"8767",4,"MA1588.1",0.00184,0.0699,2354,NA,NA,0.0769230769230769
"8768",5,"MA1588.1",-0.00528,0.0847,2354,NA,NA,0.0769230769230769
"8769",6,"MA1588.1",0.000118,0.0209,2354,NA,NA,0.0769230769230769
"8770",7,"MA1588.1",-0.0117,0.125,2354,NA,NA,0.0769230769230769
"8771",8,"MA1588.1",0.00656,0.0925,2354,NA,NA,0.0769230769230769
"8772",9,"MA1588.1",0.00191,0.0321,2354,NA,NA,0.0769230769230769
"8773",10,"MA1588.1",-0.00243,0.0426,2354,NA,NA,0.0769230769230769
"8774",11,"MA1588.1",-0.0106,0.121,2354,NA,NA,0.0769230769230769
"8775",12,"MA1588.1",0.000491,0.0396,2354,NA,NA,0.0769230769230769
"8776",0,"MA1589.1",-0.00439,0.0212,7142,NA,NA,0.0769230769230769
"8777",1,"MA1589.1",-0.00118,0.0246,7142,NA,NA,0.0769230769230769
"8778",2,"MA1589.1",0.00143,0.0408,7142,NA,NA,0.0769230769230769
"8779",3,"MA1589.1",0.000612,0.0263,7142,NA,NA,0.0769230769230769
"8780",4,"MA1589.1",-0.00246,0.0488,7142,NA,NA,0.0769230769230769
"8781",5,"MA1589.1",-0.00223,0.0363,7142,NA,NA,0.0769230769230769
"8782",6,"MA1589.1",0.000537,0.0234,7142,NA,NA,0.0769230769230769
"8783",7,"MA1589.1",-0.00131,0.0152,7142,NA,NA,0.0769230769230769
"8784",8,"MA1589.1",0.000779,0.0118,7142,NA,NA,0.0769230769230769
"8785",9,"MA1589.1",0.00138,0.021,7142,NA,NA,0.0769230769230769
"8786",10,"MA1589.1",-0.00124,0.0293,7142,NA,NA,0.0769230769230769
"8787",11,"MA1589.1",0.00222,0.0257,7142,NA,NA,0.0769230769230769
"8788",12,"MA1589.1",0.000313,0.0224,7142,NA,NA,0.0769230769230769
"8789",0,"MA1592.1",0.0509,0.0993,3775,NA,NA,0.0769230769230769
"8790",1,"MA1592.1",-0.0118,0.117,3775,NA,NA,0.0769230769230769
"8791",2,"MA1592.1",0.00537,0.0801,3775,NA,NA,0.0769230769230769
"8792",3,"MA1592.1",0.00306,0.0634,3775,NA,NA,0.0769230769230769
"8793",4,"MA1592.1",-0.000157,0.0163,3775,NA,NA,0.0769230769230769
"8794",5,"MA1592.1",-0.00621,0.0943,3775,NA,NA,0.0769230769230769
"8795",6,"MA1592.1",0.0012,0.0217,3775,NA,NA,0.0769230769230769
"8796",7,"MA1592.1",-0.00846,0.0954,3775,NA,NA,0.0769230769230769
"8797",8,"MA1592.1",0.00549,0.083,3775,NA,NA,0.0769230769230769
"8798",9,"MA1592.1",-0.000231,0.0356,3775,NA,NA,0.0769230769230769
"8799",10,"MA1592.1",-0.000874,0.0328,3775,NA,NA,0.0769230769230769
"8800",11,"MA1592.1",-0.00492,0.0608,3775,NA,NA,0.0769230769230769
"8801",12,"MA1592.1",0.000473,0.0312,3775,NA,NA,0.0769230769230769
"8802",0,"MA1593.1",0.00788,0.0362,5250,NA,NA,0.0769230769230769
"8803",1,"MA1593.1",-0.00402,0.0538,5250,NA,NA,0.0769230769230769
"8804",2,"MA1593.1",0.00275,0.0396,5250,NA,NA,0.0769230769230769
"8805",3,"MA1593.1",0.000163,0.019,5250,NA,NA,0.0769230769230769
"8806",4,"MA1593.1",-0.00144,0.0368,5250,NA,NA,0.0769230769230769
"8807",5,"MA1593.1",-0.00327,0.0493,5250,NA,NA,0.0769230769230769
"8808",6,"MA1593.1",0.00149,0.0308,5250,NA,NA,0.0769230769230769
"8809",7,"MA1593.1",-0.00273,0.0365,5250,NA,NA,0.0769230769230769
"8810",8,"MA1593.1",0.0027,0.0401,5250,NA,NA,0.0769230769230769
"8811",9,"MA1593.1",-0.000951,0.0181,5250,NA,NA,0.0769230769230769
"8812",10,"MA1593.1",-0.0011,0.0235,5250,NA,NA,0.0769230769230769
"8813",11,"MA1593.1",0.000697,0.0155,5250,NA,NA,0.0769230769230769
"8814",12,"MA1593.1",-0.000273,0.0181,5250,NA,NA,0.0769230769230769
"8815",0,"MA1594.1",0.0121,0.0245,4762,NA,NA,0.0769230769230769
"8816",1,"MA1594.1",-0.00638,0.0644,4762,NA,NA,0.0769230769230769
"8817",2,"MA1594.1",0.00515,0.0747,4762,NA,NA,0.0769230769230769
"8818",3,"MA1594.1",0.000102,0.0318,4762,NA,NA,0.0769230769230769
"8819",4,"MA1594.1",-0.00238,0.0495,4762,NA,NA,0.0769230769230769
"8820",5,"MA1594.1",-0.00503,0.0772,4762,NA,NA,0.0769230769230769
"8821",6,"MA1594.1",0.00351,0.072,4762,NA,NA,0.0769230769230769
"8822",7,"MA1594.1",-0.00302,0.0325,4762,NA,NA,0.0769230769230769
"8823",8,"MA1594.1",0.00318,0.0451,4762,NA,NA,0.0769230769230769
"8824",9,"MA1594.1",-0.00297,0.0371,4762,NA,NA,0.0769230769230769
"8825",10,"MA1594.1",-0.00191,0.048,4762,NA,NA,0.0769230769230769
"8826",11,"MA1594.1",0.0000993,0.0228,4762,NA,NA,0.0769230769230769
"8827",12,"MA1594.1",-0.00209,0.056,4762,NA,NA,0.0769230769230769
"8828",0,"MA1596.1",0.00988,0.0351,14992,NA,NA,0.0769230769230769
"8829",1,"MA1596.1",-0.00207,0.041,14992,NA,NA,0.0769230769230769
"8830",2,"MA1596.1",0.000161,0.0286,14992,NA,NA,0.0769230769230769
"8831",3,"MA1596.1",-0.000652,0.0331,14992,NA,NA,0.0769230769230769
"8832",4,"MA1596.1",-0.000156,0.0508,14992,NA,NA,0.0769230769230769
"8833",5,"MA1596.1",-0.00197,0.0441,14992,NA,NA,0.0769230769230769
"8834",6,"MA1596.1",0.00061,0.0331,14992,NA,NA,0.0769230769230769
"8835",7,"MA1596.1",-0.00192,0.038,14992,NA,NA,0.0769230769230769
"8836",8,"MA1596.1",0.00129,0.0381,14992,NA,NA,0.0769230769230769
"8837",9,"MA1596.1",-0.00246,0.034,14992,NA,NA,0.0769230769230769
"8838",10,"MA1596.1",-0.000256,0.0162,14992,NA,NA,0.0769230769230769
"8839",11,"MA1596.1",-0.000362,0.0351,14992,NA,NA,0.0769230769230769
"8840",12,"MA1596.1",0.000417,0.033,14992,NA,NA,0.0769230769230769
"8841",0,"MA1597.1",0.0203,0.0427,8418,NA,NA,0.0769230769230769
"8842",1,"MA1597.1",-0.00508,0.0529,8418,NA,NA,0.0769230769230769
"8843",2,"MA1597.1",0.00342,0.0526,8418,NA,NA,0.0769230769230769
"8844",3,"MA1597.1",0.00292,0.0551,8418,NA,NA,0.0769230769230769
"8845",4,"MA1597.1",-0.000211,0.0418,8418,NA,NA,0.0769230769230769
"8846",5,"MA1597.1",-0.00186,0.0395,8418,NA,NA,0.0769230769230769
"8847",6,"MA1597.1",-0.000583,0.015,8418,NA,NA,0.0769230769230769
"8848",7,"MA1597.1",-0.00457,0.0564,8418,NA,NA,0.0769230769230769
"8849",8,"MA1597.1",0.00321,0.0516,8418,NA,NA,0.0769230769230769
"8850",9,"MA1597.1",0.00399,0.0445,8418,NA,NA,0.0769230769230769
"8851",10,"MA1597.1",-0.00117,0.027,8418,NA,NA,0.0769230769230769
"8852",11,"MA1597.1",-0.00187,0.0308,8418,NA,NA,0.0769230769230769
"8853",12,"MA1597.1",0.000819,0.0261,8418,NA,NA,0.0769230769230769
"8854",0,"MA1599.1",0.0135,0.0331,13031,NA,NA,0.0769230769230769
"8855",1,"MA1599.1",-0.00461,0.0487,13031,NA,NA,0.0769230769230769
"8856",2,"MA1599.1",0.00146,0.0227,13031,NA,NA,0.0769230769230769
"8857",3,"MA1599.1",-0.00041,0.0177,13031,NA,NA,0.0769230769230769
"8858",4,"MA1599.1",-0.00175,0.053,13031,NA,NA,0.0769230769230769
"8859",5,"MA1599.1",-0.00455,0.0769,13031,NA,NA,0.0769230769230769
"8860",6,"MA1599.1",0.00208,0.0421,13031,NA,NA,0.0769230769230769
"8861",7,"MA1599.1",-0.00237,0.03,13031,NA,NA,0.0769230769230769
"8862",8,"MA1599.1",0.00126,0.0243,13031,NA,NA,0.0769230769230769
"8863",9,"MA1599.1",-0.00362,0.0449,13031,NA,NA,0.0769230769230769
"8864",10,"MA1599.1",-0.0000619,0.0222,13031,NA,NA,0.0769230769230769
