"","permutation","TF","weighted_meanDifference","weighted_CD","TFBS","weighted_Tstat","variance","pvalue"
"75",9,"MA0017.2",0.00922,0.1,6422,NA,NA,0.0769230769230769
"76",10,"MA0017.2",0.00154,0.0298,6422,NA,NA,0.0769230769230769
"77",11,"MA0017.2",0.00628,0.0709,6422,NA,NA,0.0769230769230769
"78",12,"MA0017.2",0.00446,0.096,6422,NA,NA,0.0769230769230769
"79",0,"MA0018.4",-0.139,0.274,4476,NA,NA,0.0769230769230769
"80",1,"MA0018.4",0.029,0.294,4476,NA,NA,0.0769230769230769
"81",2,"MA0018.4",-0.0139,0.212,4476,NA,NA,0.0769230769230769
"82",3,"MA0018.4",-0.00676,0.13,4476,NA,NA,0.0769230769230769
"83",4,"MA0018.4",-0.00308,0.0862,4476,NA,NA,0.0769230769230769
"84",5,"MA0018.4",0.0126,0.204,4476,NA,NA,0.0769230769230769
"85",6,"MA0018.4",-0.00314,0.0917,4476,NA,NA,0.0769230769230769
"86",7,"MA0018.4",0.0215,0.252,4476,NA,NA,0.0769230769230769
"87",8,"MA0018.4",-0.0144,0.229,4476,NA,NA,0.0769230769230769
"88",9,"MA0018.4",0.0039,0.049,4476,NA,NA,0.0769230769230769
"89",10,"MA0018.4",0.0038,0.0829,4476,NA,NA,0.0769230769230769
"90",11,"MA0018.4",0.017,0.2,4476,NA,NA,0.0769230769230769
"91",12,"MA0018.4",0.000177,0.0901,4476,NA,NA,0.0769230769230769
"92",0,"MA0019.1",0.0124,0.0311,7299,NA,NA,0.0769230769230769
"93",1,"MA0019.1",-0.00347,0.0457,7299,NA,NA,0.0769230769230769
"94",2,"MA0019.1",0.00269,0.0496,7299,NA,NA,0.0769230769230769
"95",3,"MA0019.1",0.00105,0.0324,7299,NA,NA,0.0769230769230769
"96",4,"MA0019.1",-0.0000384,0.0217,7299,NA,NA,0.0769230769230769
"97",5,"MA0019.1",-0.00148,0.0432,7299,NA,NA,0.0769230769230769
"98",6,"MA0019.1",-0.0000456,0.0274,7299,NA,NA,0.0769230769230769
"99",7,"MA0019.1",-0.00371,0.0441,7299,NA,NA,0.0769230769230769
"100",8,"MA0019.1",0.00362,0.0526,7299,NA,NA,0.0769230769230769
"101",9,"MA0019.1",0.00155,0.0274,7299,NA,NA,0.0769230769230769
"102",10,"MA0019.1",-0.00142,0.035,7299,NA,NA,0.0769230769230769
"103",11,"MA0019.1",-0.000363,0.0259,7299,NA,NA,0.0769230769230769
"104",12,"MA0019.1",0.000637,0.0292,7299,NA,NA,0.0769230769230769
"105",0,"MA0024.3",0.0425,0.0883,2418,NA,NA,0.0769230769230769
"106",1,"MA0024.3",-0.0106,0.111,2418,NA,NA,0.0769230769230769
"107",2,"MA0024.3",0.00737,0.118,2418,NA,NA,0.0769230769230769
"108",3,"MA0024.3",0.00429,0.0871,2418,NA,NA,0.0769230769230769
"109",4,"MA0024.3",0.00112,0.0451,2418,NA,NA,0.0769230769230769
"110",5,"MA0024.3",-0.00292,0.0557,2418,NA,NA,0.0769230769230769
"111",6,"MA0024.3",0.00105,0.027,2418,NA,NA,0.0769230769230769
"112",7,"MA0024.3",-0.00609,0.0728,2418,NA,NA,0.0769230769230769
"113",8,"MA0024.3",0.00517,0.0839,2418,NA,NA,0.0769230769230769
"114",9,"MA0024.3",0.00325,0.0441,2418,NA,NA,0.0769230769230769
"115",10,"MA0024.3",-0.000952,0.0474,2418,NA,NA,0.0769230769230769
"116",11,"MA0024.3",-0.00575,0.075,2418,NA,NA,0.0769230769230769
"117",12,"MA0024.3",-0.00138,0.0382,2418,NA,NA,0.0769230769230769
"118",0,"MA0025.2",0.0642,0.118,1918,NA,NA,0.0769230769230769
"119",1,"MA0025.2",-0.00809,0.0861,1918,NA,NA,0.0769230769230769
"120",2,"MA0025.2",0.00414,0.0718,1918,NA,NA,0.0769230769230769
"121",3,"MA0025.2",0.00473,0.0818,1918,NA,NA,0.0769230769230769
"122",4,"MA0025.2",0.00598,0.114,1918,NA,NA,0.0769230769230769
"123",5,"MA0025.2",0.00149,0.062,1918,NA,NA,0.0769230769230769
"124",6,"MA0025.2",-0.00336,0.0662,1918,NA,NA,0.0769230769230769
"125",7,"MA0025.2",-0.01,0.104,1918,NA,NA,0.0769230769230769
"126",8,"MA0025.2",0.00685,0.095,1918,NA,NA,0.0769230769230769
"127",9,"MA0025.2",0.00459,0.0466,1918,NA,NA,0.0769230769230769
"128",10,"MA0025.2",-0.00249,0.0626,1918,NA,NA,0.0769230769230769
"129",11,"MA0025.2",-0.0109,0.117,1918,NA,NA,0.0769230769230769
"130",12,"MA0025.2",0.00216,0.0479,1918,NA,NA,0.0769230769230769
"131",0,"MA0027.2",-0.0412,0.081,4737,NA,NA,0.0769230769230769
"132",1,"MA0027.2",-0.000757,0.0494,4737,NA,NA,0.0769230769230769
"133",2,"MA0027.2",-0.00374,0.0559,4737,NA,NA,0.0769230769230769
"134",3,"MA0027.2",-0.00746,0.126,4737,NA,NA,0.0769230769230769
"135",4,"MA0027.2",-0.00424,0.0771,4737,NA,NA,0.0769230769230769
"136",5,"MA0027.2",-0.00664,0.0976,4737,NA,NA,0.0769230769230769
"137",6,"MA0027.2",0.00845,0.152,4737,NA,NA,0.0769230769230769
"138",7,"MA0027.2",0.0132,0.146,4737,NA,NA,0.0769230769230769
"139",8,"MA0027.2",-0.00692,0.101,4737,NA,NA,0.0769230769230769
"140",9,"MA0027.2",-0.0148,0.15,4737,NA,NA,0.0769230769230769
"141",10,"MA0027.2",0.0109,0.199,4737,NA,NA,0.0769230769230769
"142",11,"MA0027.2",0.00945,0.106,4737,NA,NA,0.0769230769230769
"143",12,"MA0027.2",-0.00583,0.12,4737,NA,NA,0.0769230769230769
"144",0,"MA0028.2",-0.0419,0.194,5949,NA,NA,0.0769230769230769
"145",1,"MA0028.2",0.0096,0.172,5949,NA,NA,0.0769230769230769
"146",2,"MA0028.2",-0.00298,0.152,5949,NA,NA,0.0769230769230769
"147",3,"MA0028.2",0.00101,0.162,5949,NA,NA,0.0769230769230769
"148",4,"MA0028.2",0.00172,0.099,5949,NA,NA,0.0769230769230769
"149",5,"MA0028.2",0.00835,0.159,5949,NA,NA,0.0769230769230769
"150",6,"MA0028.2",-0.00369,0.102,5949,NA,NA,0.0769230769230769
"151",7,"MA0028.2",0.00705,0.207,5949,NA,NA,0.0769230769230769
"152",8,"MA0028.2",-0.0037,0.18,5949,NA,NA,0.0769230769230769
"153",9,"MA0028.2",0.00913,0.105,5949,NA,NA,0.0769230769230769
"154",10,"MA0028.2",0.00193,0.126,5949,NA,NA,0.0769230769230769
"155",11,"MA0028.2",0.00324,0.169,5949,NA,NA,0.0769230769230769
"156",12,"MA0028.2",0.000369,0.0712,5949,NA,NA,0.0769230769230769
"157",0,"MA0029.1",0.0514,0.0958,2764,NA,NA,0.0769230769230769
"158",1,"MA0029.1",-0.0132,0.126,2764,NA,NA,0.0769230769230769
"159",2,"MA0029.1",0.00741,0.102,2764,NA,NA,0.0769230769230769
"160",3,"MA0029.1",0.00268,0.0444,2764,NA,NA,0.0769230769230769
"161",4,"MA0029.1",-0.00076,0.0325,2764,NA,NA,0.0769230769230769
"162",5,"MA0029.1",-0.00709,0.0999,2764,NA,NA,0.0769230769230769
"163",6,"MA0029.1",0.00359,0.065,2764,NA,NA,0.0769230769230769
"164",7,"MA0029.1",-0.00715,0.0771,2764,NA,NA,0.0769230769230769
"165",8,"MA0029.1",0.00474,0.0782,2764,NA,NA,0.0769230769230769
"166",9,"MA0029.1",-0.0032,0.0327,2764,NA,NA,0.0769230769230769
"167",10,"MA0029.1",-0.00145,0.0295,2764,NA,NA,0.0769230769230769
"168",11,"MA0029.1",-0.006,0.0649,2764,NA,NA,0.0769230769230769
"169",12,"MA0029.1",-0.00216,0.0485,2764,NA,NA,0.0769230769230769
"170",0,"MA0030.1",0.0257,0.0488,3171,NA,NA,0.0769230769230769
"171",1,"MA0030.1",-0.0042,0.0411,3171,NA,NA,0.0769230769230769
"172",2,"MA0030.1",-0.00175,0.0455,3171,NA,NA,0.0769230769230769
"173",3,"MA0030.1",0.000103,0.0253,3171,NA,NA,0.0769230769230769
"174",4,"MA0030.1",0.00581,0.106,3171,NA,NA,0.0769230769230769
"175",5,"MA0030.1",0.00137,0.0284,3171,NA,NA,0.0769230769230769
"176",6,"MA0030.1",-0.00252,0.052,3171,NA,NA,0.0769230769230769
"177",7,"MA0030.1",-0.0018,0.0222,3171,NA,NA,0.0769230769230769
"178",8,"MA0030.1",0.00444,0.067,3171,NA,NA,0.0769230769230769
"179",9,"MA0030.1",0.00149,0.0404,3171,NA,NA,0.0769230769230769
"180",10,"MA0030.1",0.00622,0.118,3171,NA,NA,0.0769230769230769
"181",11,"MA0030.1",-0.00182,0.0294,3171,NA,NA,0.0769230769230769
"182",12,"MA0030.1",0.0026,0.0546,3171,NA,NA,0.0769230769230769
"183",0,"MA0031.1",0.0579,0.107,3535,NA,NA,0.0769230769230769
"184",1,"MA0031.1",-0.00994,0.0977,3535,NA,NA,0.0769230769230769
"185",2,"MA0031.1",0.00098,0.0257,3535,NA,NA,0.0769230769230769
"186",3,"MA0031.1",0.00146,0.0339,3535,NA,NA,0.0769230769230769
"187",4,"MA0031.1",0.0075,0.136,3535,NA,NA,0.0769230769230769
"188",5,"MA0031.1",-0.000162,0.0189,3535,NA,NA,0.0769230769230769
"189",6,"MA0031.1",-0.00174,0.0462,3535,NA,NA,0.0769230769230769
"190",7,"MA0031.1",-0.00524,0.059,3535,NA,NA,0.0769230769230769
"191",8,"MA0031.1",0.00645,0.0924,3535,NA,NA,0.0769230769230769
"192",9,"MA0031.1",-0.000176,0.0315,3535,NA,NA,0.0769230769230769
"193",10,"MA0031.1",0.00575,0.101,3535,NA,NA,0.0769230769230769
"194",11,"MA0031.1",-0.00721,0.0776,3535,NA,NA,0.0769230769230769
"195",12,"MA0031.1",0.00174,0.0452,3535,NA,NA,0.0769230769230769
"196",0,"MA0032.2",0.0737,0.135,1567,NA,NA,0.0769230769230769
"197",1,"MA0032.2",-0.00919,0.0865,1567,NA,NA,0.0769230769230769
"198",2,"MA0032.2",0.000151,0.0101,1567,NA,NA,0.0769230769230769
"199",3,"MA0032.2",0.0027,0.0425,1567,NA,NA,0.0769230769230769
"200",4,"MA0032.2",0.00891,0.159,1567,NA,NA,0.0769230769230769
"201",5,"MA0032.2",0.00114,0.0352,1567,NA,NA,0.0769230769230769
"202",6,"MA0032.2",-0.00411,0.0744,1567,NA,NA,0.0769230769230769
"203",7,"MA0032.2",-0.00881,0.0934,1567,NA,NA,0.0769230769230769
"204",8,"MA0032.2",0.00728,0.103,1567,NA,NA,0.0769230769230769
"205",9,"MA0032.2",0.00143,0.0226,1567,NA,NA,0.0769230769230769
"206",10,"MA0032.2",0.00337,0.0604,1567,NA,NA,0.0769230769230769
"207",11,"MA0032.2",-0.0106,0.111,1567,NA,NA,0.0769230769230769
"208",12,"MA0032.2",0.00385,0.0793,1567,NA,NA,0.0769230769230769
"209",0,"MA0035.4",0.0197,0.0365,3606,NA,NA,0.0769230769230769
"210",1,"MA0035.4",-0.00736,0.0702,3606,NA,NA,0.0769230769230769
"211",2,"MA0035.4",0.0011,0.0151,3606,NA,NA,0.0769230769230769
"212",3,"MA0035.4",-0.0033,0.0576,3606,NA,NA,0.0769230769230769
"213",4,"MA0035.4",-0.000944,0.0301,3606,NA,NA,0.0769230769230769
"214",5,"MA0035.4",-0.00674,0.0966,3606,NA,NA,0.0769230769230769
"215",6,"MA0035.4",0.00617,0.112,3606,NA,NA,0.0769230769230769
"216",7,"MA0035.4",0.00155,0.0191,3606,NA,NA,0.0769230769230769
"217",8,"MA0035.4",-0.001,0.0212,3606,NA,NA,0.0769230769230769
"218",9,"MA0035.4",-0.0129,0.129,3606,NA,NA,0.0769230769230769
"219",10,"MA0035.4",0.00375,0.0677,3606,NA,NA,0.0769230769230769
"220",11,"MA0035.4",-0.0015,0.0225,3606,NA,NA,0.0769230769230769
"221",12,"MA0035.4",-0.00403,0.0808,3606,NA,NA,0.0769230769230769
"222",0,"MA0036.3",0.0197,0.0381,3053,NA,NA,0.0769230769230769
"223",1,"MA0036.3",-0.00801,0.0781,3053,NA,NA,0.0769230769230769
"224",2,"MA0036.3",0.00654,0.0932,3053,NA,NA,0.0769230769230769
"225",3,"MA0036.3",-0.00238,0.0505,3053,NA,NA,0.0769230769230769
"226",4,"MA0036.3",0.0022,0.047,3053,NA,NA,0.0769230769230769
"227",5,"MA0036.3",-0.00285,0.0441,3053,NA,NA,0.0769230769230769
"228",6,"MA0036.3",0.00364,0.0711,3053,NA,NA,0.0769230769230769
"229",7,"MA0036.3",-0.00426,0.0479,3053,NA,NA,0.0769230769230769
"230",8,"MA0036.3",0.00915,0.134,3053,NA,NA,0.0769230769230769
"231",9,"MA0036.3",-0.00577,0.0603,3053,NA,NA,0.0769230769230769
"232",10,"MA0036.3",-0.00109,0.0237,3053,NA,NA,0.0769230769230769
"233",11,"MA0036.3",-0.000316,0.0418,3053,NA,NA,0.0769230769230769
"234",12,"MA0036.3",-0.00225,0.049,3053,NA,NA,0.0769230769230769
"235",0,"MA0037.3",0.0335,0.0685,2372,NA,NA,0.0769230769230769
"236",1,"MA0037.3",-0.0102,0.0964,2372,NA,NA,0.0769230769230769
"237",2,"MA0037.3",0.00584,0.0836,2372,NA,NA,0.0769230769230769
"238",3,"MA0037.3",-0.0024,0.051,2372,NA,NA,0.0769230769230769
"239",4,"MA0037.3",0.00317,0.0574,2372,NA,NA,0.0769230769230769
"240",5,"MA0037.3",-0.00392,0.0588,2372,NA,NA,0.0769230769230769
"241",6,"MA0037.3",0.00373,0.0816,2372,NA,NA,0.0769230769230769
"242",7,"MA0037.3",-0.00491,0.0535,2372,NA,NA,0.0769230769230769
"243",8,"MA0037.3",0.00918,0.131,2372,NA,NA,0.0769230769230769
"244",9,"MA0037.3",-0.00737,0.0878,2372,NA,NA,0.0769230769230769
"245",10,"MA0037.3",0.000705,0.0244,2372,NA,NA,0.0769230769230769
"246",11,"MA0037.3",-0.00212,0.0468,2372,NA,NA,0.0769230769230769
"247",12,"MA0037.3",-0.00198,0.0548,2372,NA,NA,0.0769230769230769
"248",0,"MA0038.2",0.00391,0.0444,5647,NA,NA,0.0769230769230769
"249",1,"MA0038.2",-0.00357,0.0619,5647,NA,NA,0.0769230769230769
"250",2,"MA0038.2",0.00199,0.06,5647,NA,NA,0.0769230769230769
"251",3,"MA0038.2",-0.0012,0.0277,5647,NA,NA,0.0769230769230769
"252",4,"MA0038.2",-0.00122,0.0381,5647,NA,NA,0.0769230769230769
"253",5,"MA0038.2",-0.00339,0.0553,5647,NA,NA,0.0769230769230769
"254",6,"MA0038.2",0.00222,0.0416,5647,NA,NA,0.0769230769230769
"255",7,"MA0038.2",-0.00132,0.0449,5647,NA,NA,0.0769230769230769
"256",8,"MA0038.2",0.00232,0.0495,5647,NA,NA,0.0769230769230769
"257",9,"MA0038.2",-0.00328,0.0366,5647,NA,NA,0.0769230769230769
"258",10,"MA0038.2",0.00000277,0.0408,5647,NA,NA,0.0769230769230769
"259",11,"MA0038.2",0.00151,0.0283,5647,NA,NA,0.0769230769230769
"260",12,"MA0038.2",-0.000806,0.0293,5647,NA,NA,0.0769230769230769
"261",0,"MA0039.4",0.0502,0.102,4824,NA,NA,0.0769230769230769
"262",1,"MA0039.4",-0.00792,0.0812,4824,NA,NA,0.0769230769230769
"263",2,"MA0039.4",0.00186,0.0611,4824,NA,NA,0.0769230769230769
"264",3,"MA0039.4",0.00307,0.0588,4824,NA,NA,0.0769230769230769
"265",4,"MA0039.4",0.00176,0.0385,4824,NA,NA,0.0769230769230769
"266",5,"MA0039.4",-0.00293,0.0539,4824,NA,NA,0.0769230769230769
"267",6,"MA0039.4",-0.000583,0.0364,4824,NA,NA,0.0769230769230769
"268",7,"MA0039.4",-0.00637,0.0766,4824,NA,NA,0.0769230769230769
"269",8,"MA0039.4",0.00203,0.0407,4824,NA,NA,0.0769230769230769
"270",9,"MA0039.4",-0.000202,0.0141,4824,NA,NA,0.0769230769230769
"271",10,"MA0039.4",-0.0000196,0.0307,4824,NA,NA,0.0769230769230769
"272",11,"MA0039.4",-0.00738,0.0892,4824,NA,NA,0.0769230769230769
"273",12,"MA0039.4",0.00107,0.058,4824,NA,NA,0.0769230769230769
"274",0,"MA0040.1",0.0803,0.157,2412,NA,NA,0.0769230769230769
"275",1,"MA0040.1",-0.0118,0.117,2412,NA,NA,0.0769230769230769
"276",2,"MA0040.1",0.00137,0.0468,2412,NA,NA,0.0769230769230769
"277",3,"MA0040.1",0.00387,0.0977,2412,NA,NA,0.0769230769230769
"278",4,"MA0040.1",0.00486,0.132,2412,NA,NA,0.0769230769230769
"279",5,"MA0040.1",-0.00358,0.0487,2412,NA,NA,0.0769230769230769
"280",6,"MA0040.1",-0.00402,0.0721,2412,NA,NA,0.0769230769230769
"281",7,"MA0040.1",-0.0139,0.146,2412,NA,NA,0.0769230769230769
"282",8,"MA0040.1",0.00871,0.121,2412,NA,NA,0.0769230769230769
"283",9,"MA0040.1",0.00243,0.0406,2412,NA,NA,0.0769230769230769
"284",10,"MA0040.1",0.0000561,0.0445,2412,NA,NA,0.0769230769230769
"285",11,"MA0040.1",-0.00871,0.148,2412,NA,NA,0.0769230769230769
"286",12,"MA0040.1",0.00588,0.113,2412,NA,NA,0.0769230769230769
"287",0,"MA0041.1",0.0838,0.155,1976,NA,NA,0.0769230769230769
"288",1,"MA0041.1",-0.0125,0.119,1976,NA,NA,0.0769230769230769
"289",2,"MA0041.1",0.00311,0.0461,1976,NA,NA,0.0769230769230769
"290",3,"MA0041.1",0.00275,0.0483,1976,NA,NA,0.0769230769230769
"291",4,"MA0041.1",0.0084,0.151,1976,NA,NA,0.0769230769230769
"292",5,"MA0041.1",-0.000807,0.0198,1976,NA,NA,0.0769230769230769
"293",6,"MA0041.1",-0.00267,0.049,1976,NA,NA,0.0769230769230769
"294",7,"MA0041.1",-0.0115,0.121,1976,NA,NA,0.0769230769230769
"295",8,"MA0041.1",0.00988,0.137,1976,NA,NA,0.0769230769230769
"296",9,"MA0041.1",-0.000232,0.00851,1976,NA,NA,0.0769230769230769
"297",10,"MA0041.1",0.00136,0.0275,1976,NA,NA,0.0769230769230769
"298",11,"MA0041.1",-0.0115,0.124,1976,NA,NA,0.0769230769230769
"299",12,"MA0041.1",0.00301,0.0614,1976,NA,NA,0.0769230769230769
"300",0,"MA0043.3",0.0389,0.072,3979,NA,NA,0.0769230769230769
"301",1,"MA0043.3",-0.00414,0.0389,3979,NA,NA,0.0769230769230769
"302",2,"MA0043.3",0.00279,0.0544,3979,NA,NA,0.0769230769230769
"303",3,"MA0043.3",0.00355,0.0565,3979,NA,NA,0.0769230769230769
"304",4,"MA0043.3",0.00475,0.0929,3979,NA,NA,0.0769230769230769
"305",5,"MA0043.3",0.0027,0.0504,3979,NA,NA,0.0769230769230769
"306",6,"MA0043.3",-0.00305,0.0592,3979,NA,NA,0.0769230769230769
"307",7,"MA0043.3",-0.00613,0.0631,3979,NA,NA,0.0769230769230769
"308",8,"MA0043.3",0.00465,0.0654,3979,NA,NA,0.0769230769230769
"309",9,"MA0043.3",0.00493,0.0482,3979,NA,NA,0.0769230769230769
"310",10,"MA0043.3",-0.00176,0.0517,3979,NA,NA,0.0769230769230769
"311",11,"MA0043.3",-0.00737,0.0801,3979,NA,NA,0.0769230769230769
"312",12,"MA0043.3",0.00152,0.0337,3979,NA,NA,0.0769230769230769
"313",0,"MA0046.2",0.0792,0.146,2007,NA,NA,0.0769230769230769
"314",1,"MA0046.2",-0.0228,0.22,2007,NA,NA,0.0769230769230769
"315",2,"MA0046.2",0.00476,0.0642,2007,NA,NA,0.0769230769230769
"316",3,"MA0046.2",-0.0000679,0.0524,2007,NA,NA,0.0769230769230769
"317",4,"MA0046.2",-0.00368,0.101,2007,NA,NA,0.0769230769230769
"318",5,"MA0046.2",-0.0178,0.261,2007,NA,NA,0.0769230769230769
"319",6,"MA0046.2",0.00971,0.174,2007,NA,NA,0.0769230769230769
"320",7,"MA0046.2",-0.00488,0.0513,2007,NA,NA,0.0769230769230769
"321",8,"MA0046.2",-0.000154,0.0232,2007,NA,NA,0.0769230769230769
"322",9,"MA0046.2",-0.0172,0.175,2007,NA,NA,0.0769230769230769
"323",10,"MA0046.2",0.00678,0.134,2007,NA,NA,0.0769230769230769
"324",11,"MA0046.2",-0.00686,0.0734,2007,NA,NA,0.0769230769230769
"325",12,"MA0046.2",-0.00468,0.0931,2007,NA,NA,0.0769230769230769
"326",0,"MA0047.3",-0.00605,0.011,4269,NA,NA,0.153846153846154
"327",1,"MA0047.3",-0.00122,0.0289,4269,NA,NA,0.153846153846154
"328",2,"MA0047.3",-0.00363,0.0499,4269,NA,NA,0.153846153846154
"329",3,"MA0047.3",-0.00431,0.0706,4269,NA,NA,0.153846153846154
"330",4,"MA0047.3",0.00463,0.0843,4269,NA,NA,0.153846153846154
"331",5,"MA0047.3",0.000822,0.0176,4269,NA,NA,0.153846153846154
"332",6,"MA0047.3",0.000259,0.00946,4269,NA,NA,0.153846153846154
"333",7,"MA0047.3",0.00412,0.0431,4269,NA,NA,0.153846153846154
"334",8,"MA0047.3",0.00307,0.0598,4269,NA,NA,0.153846153846154
"335",9,"MA0047.3",-0.00398,0.039,4269,NA,NA,0.153846153846154
"336",10,"MA0047.3",0.00918,0.164,4269,NA,NA,0.153846153846154
"337",11,"MA0047.3",0.00423,0.0439,4269,NA,NA,0.153846153846154
"338",12,"MA0047.3",0.000719,0.0166,4269,NA,NA,0.153846153846154
"339",0,"MA0048.2",0.0313,0.0683,9055,NA,NA,0.0769230769230769
"340",1,"MA0048.2",-0.00923,0.0979,9055,NA,NA,0.0769230769230769
"341",2,"MA0048.2",0.00651,0.104,9055,NA,NA,0.0769230769230769
"342",3,"MA0048.2",0.0013,0.0346,9055,NA,NA,0.0769230769230769
"343",4,"MA0048.2",-0.00176,0.0774,9055,NA,NA,0.0769230769230769
"344",5,"MA0048.2",-0.00601,0.101,9055,NA,NA,0.0769230769230769
"345",6,"MA0048.2",0.00239,0.05,9055,NA,NA,0.0769230769230769
"346",7,"MA0048.2",-0.00789,0.0969,9055,NA,NA,0.0769230769230769
"347",8,"MA0048.2",0.00644,0.107,9055,NA,NA,0.0769230769230769
"348",9,"MA0048.2",-0.00168,0.0216,9055,NA,NA,0.0769230769230769
"349",10,"MA0048.2",-0.00393,0.0872,9055,NA,NA,0.0769230769230769
"350",11,"MA0048.2",-0.00178,0.0466,9055,NA,NA,0.0769230769230769
"351",12,"MA0048.2",-0.000371,0.0404,9055,NA,NA,0.0769230769230769
"352",0,"MA0050.2",0.075,0.183,2025,NA,NA,0.0769230769230769
"353",1,"MA0050.2",-0.0125,0.133,2025,NA,NA,0.0769230769230769
"354",2,"MA0050.2",0.00509,0.0829,2025,NA,NA,0.0769230769230769
"355",3,"MA0050.2",0.00367,0.0843,2025,NA,NA,0.0769230769230769
"356",4,"MA0050.2",0.00161,0.114,2025,NA,NA,0.0769230769230769
"357",5,"MA0050.2",-0.00545,0.0852,2025,NA,NA,0.0769230769230769
"358",6,"MA0050.2",0.00115,0.0438,2025,NA,NA,0.0769230769230769
"359",7,"MA0050.2",-0.0102,0.15,2025,NA,NA,0.0769230769230769
"360",8,"MA0050.2",0.00385,0.101,2025,NA,NA,0.0769230769230769
"361",9,"MA0050.2",-0.00354,0.0363,2025,NA,NA,0.0769230769230769
"362",10,"MA0050.2",-0.0029,0.0741,2025,NA,NA,0.0769230769230769
"363",11,"MA0050.2",-0.0116,0.163,2025,NA,NA,0.0769230769230769
"364",12,"MA0050.2",-0.000238,0.0568,2025,NA,NA,0.0769230769230769
"365",0,"MA0051.1",0.0706,0.134,3849,NA,NA,0.0769230769230769
"366",1,"MA0051.1",-0.0138,0.133,3849,NA,NA,0.0769230769230769
"367",2,"MA0051.1",0.00613,0.0861,3849,NA,NA,0.0769230769230769
"368",3,"MA0051.1",0.00378,0.0635,3849,NA,NA,0.0769230769230769
"369",4,"MA0051.1",0.0041,0.0867,3849,NA,NA,0.0769230769230769
"370",5,"MA0051.1",-0.00363,0.0556,3849,NA,NA,0.0769230769230769
"371",6,"MA0051.1",0.000138,0.0247,3849,NA,NA,0.0769230769230769
"372",7,"MA0051.1",-0.00955,0.105,3849,NA,NA,0.0769230769230769
"373",8,"MA0051.1",0.00759,0.111,3849,NA,NA,0.0769230769230769
"374",9,"MA0051.1",0.000224,0.039,3849,NA,NA,0.0769230769230769
"375",10,"MA0051.1",0.000178,0.0479,3849,NA,NA,0.0769230769230769
"376",11,"MA0051.1",-0.00942,0.106,3849,NA,NA,0.0769230769230769
"377",12,"MA0051.1",0.000291,0.0259,3849,NA,NA,0.0769230769230769
"378",0,"MA0052.4",0.134,0.247,2095,NA,NA,0.0769230769230769
"379",1,"MA0052.4",-0.0168,0.161,2095,NA,NA,0.0769230769230769
"380",2,"MA0052.4",0.00537,0.101,2095,NA,NA,0.0769230769230769
"381",3,"MA0052.4",0.00739,0.116,2095,NA,NA,0.0769230769230769
"382",4,"MA0052.4",0.0108,0.199,2095,NA,NA,0.0769230769230769
"383",5,"MA0052.4",-0.000419,0.0365,2095,NA,NA,0.0769230769230769
"384",6,"MA0052.4",-0.00601,0.113,2095,NA,NA,0.0769230769230769
"385",7,"MA0052.4",-0.021,0.218,2095,NA,NA,0.0769230769230769
"386",8,"MA0052.4",0.0129,0.18,2095,NA,NA,0.0769230769230769
"387",9,"MA0052.4",0.00391,0.0549,2095,NA,NA,0.0769230769230769
"388",10,"MA0052.4",-0.00383,0.101,2095,NA,NA,0.0769230769230769
"389",11,"MA0052.4",-0.0208,0.221,2095,NA,NA,0.0769230769230769
"390",12,"MA0052.4",0.00566,0.118,2095,NA,NA,0.0769230769230769
"391",0,"MA0056.2",0.0295,0.0592,5689,NA,NA,0.0769230769230769
"392",1,"MA0056.2",-0.0109,0.108,5689,NA,NA,0.0769230769230769
"393",2,"MA0056.2",0.00408,0.0656,5689,NA,NA,0.0769230769230769
"394",3,"MA0056.2",0.000921,0.0287,5689,NA,NA,0.0769230769230769
"395",4,"MA0056.2",-0.00314,0.0605,5689,NA,NA,0.0769230769230769
"396",5,"MA0056.2",-0.00853,0.132,5689,NA,NA,0.0769230769230769
"397",6,"MA0056.2",0.00537,0.102,5689,NA,NA,0.0769230769230769
"398",7,"MA0056.2",-0.00108,0.0468,5689,NA,NA,0.0769230769230769
"399",8,"MA0056.2",-0.000749,0.0443,5689,NA,NA,0.0769230769230769
"400",9,"MA0056.2",-0.00623,0.0654,5689,NA,NA,0.0769230769230769
"401",10,"MA0056.2",0.0027,0.0489,5689,NA,NA,0.0769230769230769
"402",11,"MA0056.2",-0.00242,0.0299,5689,NA,NA,0.0769230769230769
"403",12,"MA0056.2",-0.00354,0.075,5689,NA,NA,0.0769230769230769
"404",0,"MA0057.1",0.0353,0.0748,10723,NA,NA,0.0769230769230769
"405",1,"MA0057.1",-0.00626,0.0828,10723,NA,NA,0.0769230769230769
"406",2,"MA0057.1",0.00223,0.075,10723,NA,NA,0.0769230769230769
"407",3,"MA0057.1",0.00171,0.0369,10723,NA,NA,0.0769230769230769
"408",4,"MA0057.1",0.00125,0.0272,10723,NA,NA,0.0769230769230769
"409",5,"MA0057.1",-0.00236,0.0531,10723,NA,NA,0.0769230769230769
"410",6,"MA0057.1",0.000587,0.0538,10723,NA,NA,0.0769230769230769
"411",7,"MA0057.1",-0.00397,0.0538,10723,NA,NA,0.0769230769230769
"412",8,"MA0057.1",0.00166,0.0496,10723,NA,NA,0.0769230769230769
"413",9,"MA0057.1",-0.00149,0.0216,10723,NA,NA,0.0769230769230769
